video_id,label,category,n_segments,max_score,mean_score,std_score,predicted_label,annotation_found
Normal_Videos_937_x264,0,Normal,142,0.000515881460160017,0.00022659936803393066,3.911494422936812e-05,0,True
Normal_Videos_880_x264,0,Normal,2255,0.00047896316391415894,0.0002128382184309885,8.949316907091998e-06,0,True
Normal_Videos_913_x264,0,Normal,75,0.012431474402546883,0.0009963028132915497,0.0018373253988102078,0,True
Normal_Videos_696_x264,0,Normal,452,0.6615369915962219,0.005827881395816803,0.041747260838747025,1,True
Normal_Videos_928_x264,0,Normal,113,0.000506243493873626,0.00024742030655033886,4.055480894749053e-05,0,True
Normal_Videos_010_x264,0,Normal,130,0.0007919864729046822,0.000256658619036898,7.940018986118957e-05,0,True
Normal_Videos_150_x264,0,Normal,107,0.001610228675417602,0.0003205978428013623,0.00018886210455093533,0,True
Normal_Videos_015_x264,0,Normal,59,0.0003637887421064079,0.00022648014419246465,2.7245852834312245e-05,0,True
Normal_Videos_246_x264,0,Normal,623,0.9891196489334106,0.23066763579845428,0.4025166928768158,1,True
Normal_Videos_909_x264,0,Normal,107,0.0013376576825976372,0.0003849012136925012,0.00020816926553379744,0,True
Normal_Videos_875_x264,0,Normal,319,0.0004572324687615037,0.00023044715635478497,3.342217314639129e-05,0,True
Normal_Videos_621_x264,0,Normal,599,0.0003811333153862506,0.00022230470494832844,1.966834497579839e-05,0,True
Normal_Videos_365_x264,0,Normal,827,0.28047940135002136,0.0013837923761457205,0.01424088329076767,0,True
Normal_Videos_345_x264,0,Normal,25,0.001989952987059951,0.0007618724484927952,0.00040901044849306345,0,True
Normal_Videos_868_x264,0,Normal,299,0.9870352149009705,0.090204618871212,0.25258442759513855,1,True
Normal_Videos_911_x264,0,Normal,96,0.0003895243862643838,0.00022225896827876568,2.4760707674431615e-05,0,True
Normal_Videos_024_x264,0,Normal,133,0.000430161424446851,0.00022631419415120035,2.6807394533534534e-05,0,True
Normal_Videos_941_x264,0,Normal,251,0.014741946011781693,0.000752340885810554,0.001798979239538312,0,True
Normal_Videos_912_x264,0,Normal,92,0.0004295907565392554,0.00022510686540044844,2.665095053089317e-05,0,True
Normal_Videos_019_x264,0,Normal,354,0.00034867553040385246,0.00020941808179486543,1.2487131243688054e-05,0,True
Normal_Videos_758_x264,0,Normal,197,0.0004562302492558956,0.00023254948609974235,2.6882220481638797e-05,0,True
Normal_Videos_247_x264,0,Normal,1025,0.00034828970092348754,0.00020245490304660052,7.546273536718218e-06,0,True
Normal_Videos_886_x264,0,Normal,342,0.36516517400741577,0.002759881317615509,0.023728076368570328,0,True
Normal_Videos_182_x264,0,Normal,510,0.0003393709775991738,0.0002042476844508201,8.970354429038707e-06,0,True
Normal_Videos_656_x264,0,Normal,225,0.0009247075649909675,0.00029069511219859123,9.668809070717543e-05,0,True
Normal_Videos_900_x264,0,Normal,180,0.031065771356225014,0.0011976705864071846,0.0038606692105531693,0,True
Normal_Videos_224_x264,0,Normal,868,0.0005847368156537414,0.00021372467745095491,2.1374515199568123e-05,0,True
Normal_Videos_908_x264,0,Normal,110,0.0005406324053183198,0.0002533814695198089,3.365383599884808e-05,0,True
